item_id,label,pred,confidence,correct,store_id,seller_id
19578,1,1,0.9928808,1,2,839
15211,1,1,0.9844483,1,2,839
19681,1,1,0.98929775,1,2,839
34,1,1,0.991476,1,2,839
19223,1,1,0.99314296,1,2,839
8353,1,1,0.9880542,1,2,839
3509,1,1,0.99358785,1,2,839
3423,1,1,0.98828167,1,2,839
8732,1,1,0.9953886,1,2,839
7681,1,1,0.9952609,1,2,839
11260,3,4,0.78826714,0,2,839
1721,3,2,0.679851,0,2,839
6430,3,3,0.91818863,1,2,839
21795,3,3,0.97755563,1,2,839
20614,3,3,0.9398521,1,2,839
11478,3,3,0.82358396,1,2,839
10423,3,3,0.9349147,1,2,839
3407,3,3,0.980612,1,2,839
20515,3,2,0.86993426,0,2,839
5387,3,3,0.95033103,1,2,839
3958,3,0,0.9584608,0,2,839
754,3,2,0.957734,0,2,839
19850,3,0,0.79222924,0,2,839
6820,3,4,0.9780521,0,2,839
9593,3,2,0.9938956,0,2,839
1459,3,3,0.90818167,1,2,839
6538,3,3,0.91973954,1,2,839
5656,3,3,0.78226435,1,2,839
21909,3,3,0.9460746,1,2,839
9908,3,3,0.89156884,1,2,839
5009,3,3,0.87225,1,2,839
15112,3,3,0.82579255,1,2,839
5466,3,1,0.96818864,0,2,839
18423,3,3,0.9461756,1,2,839
20579,3,4,0.9796153,0,2,839
1194,3,3,0.95634776,1,2,839
10851,3,3,0.9039012,1,2,839
5622,3,10,0.6393679,0,2,839
18819,3,3,0.9642425,1,2,839
3099,3,3,0.56047446,1,2,839
9374,3,3,0.92300934,1,2,839
7935,3,3,0.98294705,1,2,839
10727,3,3,0.93228,1,2,839
4083,3,4,0.9058113,0,2,839
2811,3,3,0.9794254,1,2,839
5393,3,9,0.40907001,0,2,839
15285,3,3,0.9768157,1,2,839
20376,3,3,0.822205,1,2,839
21354,3,3,0.8641758,1,2,839
14473,3,10,0.9331087,0,2,839
254,3,3,0.9637871,1,2,839
19124,3,0,0.6375555,0,2,839
20377,3,3,0.58343756,1,2,839
12391,3,1,0.301497,0,2,839
12551,3,3,0.84743303,1,2,839
18143,3,7,0.71417195,0,2,839
7998,3,5,0.98393077,0,2,839
18204,8,8,0.69320685,1,0,840
12024,8,8,0.9396255,1,0,840
13913,9,9,0.90046626,1,0,840
20929,1,7,0.9191616,0,0,840
3876,1,1,0.9923036,1,0,840
11497,1,1,0.98600084,1,0,840
5041,8,8,0.9863555,1,1,840
6399,8,8,0.98179793,1,1,840
9168,8,8,0.98276883,1,1,840
16545,3,3,0.7738803,1,1,840
15164,3,4,0.9863282,0,1,840
3566,7,7,0.9928489,1,1,840
12657,8,8,0.9620482,1,2,840
3540,8,8,0.98292357,1,2,840
12829,8,8,0.99325186,1,2,840
18530,0,0,0.9821699,1,2,840
2039,0,0,0.9937774,1,2,840
7516,2,2,0.96953917,1,2,840
4078,8,8,0.99304295,1,3,840
2918,8,8,0.9865848,1,3,840
20112,8,8,0.9949656,1,3,840
9180,9,9,0.99003637,1,3,840
19450,6,6,0.9972236,1,3,840
9363,2,2,0.9927084,1,3,840
1787,8,8,0.975807,1,4,840
6355,8,8,0.5920065,1,4,840
6369,3,3,0.87467974,1,4,840
4346,3,3,0.9371256,1,4,840
21228,3,3,0.5874605,1,4,840
6170,3,0,0.9718997,0,4,840
9437,0,5,0.47183967,0,0,841
8295,0,0,0.9909496,1,0,841
15182,0,0,0.9872398,1,0,841
16208,1,1,0.99433064,1,0,841
11142,1,3,0.4055478,0,0,841
81,1,1,0.9797245,1,0,841
5232,0,0,0.9720409,1,1,841
6754,0,3,0.6280219,0,1,841
5693,1,1,0.9946185,1,1,841
20728,6,6,0.9939824,1,1,841
13095,6,6,0.9973922,1,1,841
17141,2,10,0.44288626,0,1,841
18840,0,3,0.9083313,0,2,841
4584,0,0,0.9861562,1,2,841
21279,9,9,0.7381632,1,2,841
4742,9,9,0.98551184,1,2,841
6426,2,2,0.9636664,1,2,841
15521,2,2,0.7466158,1,2,841
21666,0,0,0.5662577,1,3,841
18834,0,0,0.9932318,1,3,841
17751,0,0,0.99230546,1,3,841
11323,8,8,0.9915854,1,3,841
16037,8,8,0.9907686,1,3,841
914,10,10,0.9958696,1,3,841
8645,0,0,0.9805761,1,4,841
11081,0,0,0.9865804,1,4,841
20985,4,4,0.9743289,1,4,841
249,3,0,0.9598237,0,4,841
2245,3,3,0.9520285,1,4,841
13593,5,5,0.99509513,1,4,841
19870,7,7,0.9819704,1,0,842
984,7,7,0.93010795,1,0,842
17455,7,7,0.99091154,1,0,842
808,5,5,0.9961593,1,0,842
4686,5,5,0.9964927,1,0,842
18782,2,2,0.9944693,1,0,842
6513,7,4,0.96168256,0,1,842
17344,7,7,0.8894038,1,1,842
2820,7,7,0.9828348,1,1,842
11278,9,9,0.9917949,1,1,842
5459,8,8,0.98826873,1,1,842
9100,5,1,0.30145115,0,1,842
9249,7,7,0.989005,1,2,842
12384,7,7,0.5655098,1,2,842
9128,7,7,0.54851264,1,2,842
4988,8,8,0.8633196,1,2,842
17874,3,3,0.8209754,1,2,842
10616,4,4,0.98451555,1,2,842
6989,7,7,0.9902715,1,3,842
13596,7,7,0.9856765,1,3,842
17560,7,7,0.99308926,1,3,842
9404,7,7,0.9453382,1,3,842
3248,10,10,0.9945241,1,3,842
17431,8,8,0.9944201,1,3,842
5165,7,7,0.85730475,1,4,842
15531,7,7,0.8279961,1,4,842
5026,0,0,0.9929182,1,4,842
19399,3,3,0.86973923,1,4,842
2977,3,0,0.56754804,0,4,842
13525,4,4,0.90460074,1,4,842
19826,8,8,0.97772914,1,0,843
20795,8,8,0.99494606,1,0,843
9484,5,5,0.9957015,1,0,843
5957,7,7,0.70547485,1,0,843
12304,7,7,0.99286216,1,0,843
8743,7,7,0.9389883,1,0,843
7666,8,8,0.9372002,1,1,843
5312,8,8,0.9349326,1,1,843
17307,8,8,0.95009035,1,1,843
17800,6,1,0.66216063,0,1,843
13867,4,3,0.739566,0,1,843
7463,2,2,0.93211997,1,1,843
7919,8,8,0.9942702,1,2,843
2003,8,8,0.98685294,1,2,843
171,8,8,0.9898219,1,2,843
7417,9,9,0.98814094,1,2,843
11347,0,0,0.83988243,1,2,843
9664,3,4,0.6833505,0,2,843
20405,8,8,0.9869457,1,3,843
909,8,8,0.98705,1,3,843
18057,8,8,0.9914328,1,3,843
4076,4,4,0.98111063,1,3,843
2252,4,4,0.98998404,1,3,843
8156,4,4,0.9933382,1,3,843
18172,8,8,0.96278334,1,4,843
14358,8,8,0.9889052,1,4,843
14279,8,8,0.9927275,1,4,843
20712,6,6,0.9934767,1,4,843
11296,0,0,0.988892,1,4,843
21727,9,9,0.8840509,1,4,843
10766,0,0,0.993889,1,0,844
4732,0,0,0.9553789,1,0,844
8270,0,0,0.9901513,1,0,844
3379,9,9,0.99107975,1,0,844
10680,9,9,0.96709377,1,0,844
6520,9,9,0.9905241,1,0,844
6063,0,0,0.9882302,1,1,844
21226,0,0,0.99132967,1,1,844
21856,0,0,0.96996003,1,1,844
13907,8,4,0.6226267,0,1,844
14312,10,10,0.99674654,1,1,844
10614,10,10,0.9211854,1,1,844
12789,0,0,0.9778204,1,2,844
4749,0,0,0.8063947,1,2,844
2371,0,0,0.98967034,1,2,844
6479,1,1,0.99513453,1,2,844
15347,5,5,0.9946661,1,2,844
20926,4,4,0.9910581,1,2,844
1893,0,3,0.74838805,0,3,844
15145,0,3,0.8880123,0,3,844
17971,9,9,0.9879739,1,3,844
9314,9,9,0.8120226,1,3,844
13850,9,9,0.98481447,1,3,844
9692,9,9,0.6591869,1,3,844
11392,0,0,0.98852146,1,4,844
9029,0,0,0.87988085,1,4,844
4698,8,8,0.97079617,1,4,844
4375,8,8,0.9866274,1,4,844
9805,5,5,0.997009,1,4,844
14406,5,5,0.9683944,1,4,844
2008,9,9,0.9891788,1,0,845
14580,9,9,0.9684705,1,0,845
16561,9,9,0.99168617,1,0,845
16446,1,1,0.9952851,1,0,845
10229,3,0,0.68204576,0,0,845
2196,3,3,0.9833825,1,0,845
19761,9,9,0.7845093,1,1,845
13913,9,9,0.90046626,1,1,845
20327,9,9,0.9763348,1,1,845
20005,5,5,0.9969031,1,1,845
14382,5,5,0.9964844,1,1,845
50,7,7,0.9604809,1,1,845
236,9,9,0.9738442,1,2,845
11730,9,4,0.9573604,0,2,845
13651,9,9,0.9017004,1,2,845
18372,1,1,0.99568343,1,2,845
3363,0,0,0.96999264,1,2,845
7507,7,7,0.95753807,1,2,845
11778,9,9,0.9916495,1,3,845
9737,9,9,0.9854586,1,3,845
21963,10,10,0.53688496,1,3,845
4811,10,10,0.9653509,1,3,845
16481,3,5,0.5643554,0,3,845
6134,3,3,0.9555129,1,3,845
10954,9,9,0.99210536,1,4,845
9457,9,9,0.9884127,1,4,845
3563,9,9,0.9638276,1,4,845
9782,5,5,0.99466854,1,4,845
11982,5,5,0.9944054,1,4,845
495,1,1,0.9812304,1,4,845
19408,6,6,0.99735403,1,0,846
13994,6,6,0.9972988,1,0,846
15225,8,8,0.9935642,1,0,846
4204,8,8,0.99077153,1,0,846
7182,8,8,0.99003255,1,0,846
16399,8,8,0.97983736,1,0,846
9505,6,6,0.5230373,1,1,846
16942,6,4,0.9908654,0,1,846
11537,6,6,0.9972704,1,1,846
21198,7,7,0.97402716,1,1,846
17221,7,3,0.6079876,0,1,846
14498,7,7,0.9424539,1,1,846
19620,6,6,0.9454975,1,2,846
19065,6,6,0.4163031,1,2,846
17729,5,5,0.9293388,1,2,846
3515,5,5,0.9962483,1,2,846
21030,5,5,0.9961261,1,2,846
18418,5,5,0.9912115,1,2,846
1035,6,6,0.99195343,1,3,846
6195,6,6,0.99673045,1,3,846
2517,6,6,0.9973743,1,3,846
10708,10,10,0.99652594,1,3,846
15080,7,7,0.9905778,1,3,846
2212,7,7,0.98191315,1,3,846
7128,6,6,0.99745625,1,4,846
16699,6,6,0.8879699,1,4,846
20236,10,10,0.9960627,1,4,846
17271,2,4,0.6763937,0,4,846
19861,1,1,0.9949226,1,4,846
15710,1,1,0.9908059,1,4,846
4133,4,8,0.938351,0,0,847
21297,4,4,0.9563858,1,0,847
3370,4,4,0.9767636,1,0,847
9086,5,5,0.9970595,1,0,847
21605,5,5,0.6937669,1,0,847
10544,8,8,0.9881621,1,0,847
21789,4,4,0.9077471,1,1,847
17719,4,4,0.93896717,1,1,847
15710,1,1,0.9908059,1,1,847
6961,5,5,0.9930849,1,1,847
855,3,0,0.95482194,0,1,847
21116,8,8,0.96620584,1,1,847
5445,4,4,0.9859838,1,2,847
15314,4,8,0.93144256,0,2,847
18283,1,1,0.9926017,1,2,847
18307,1,1,0.9956327,1,2,847
5296,8,8,0.9798507,1,2,847
9446,5,5,0.9970181,1,2,847
21414,4,4,0.970843,1,3,847
9578,4,4,0.8905029,1,3,847
63,4,4,0.87577957,1,3,847
19119,0,3,0.8321282,0,3,847
20063,10,10,0.9939027,1,3,847
12689,10,10,0.9956031,1,3,847
13826,4,4,0.5001662,1,4,847
6257,4,9,0.5394283,0,4,847
17662,4,4,0.9591521,1,4,847
19073,0,3,0.56982523,0,4,847
9734,8,8,0.6267621,1,4,847
1988,8,8,0.9909951,1,4,847
18590,4,4,0.989858,1,0,848
16659,4,4,0.51554525,1,0,848
16762,4,4,0.9783513,1,0,848
7079,2,2,0.9272836,1,0,848
13711,2,2,0.9938451,1,0,848
10270,2,2,0.9896365,1,0,848
7762,4,4,0.9230144,1,1,848
585,4,4,0.4434361,1,1,848
17649,4,4,0.9702839,1,1,848
13852,3,4,0.48875207,0,1,848
14490,8,8,0.774941,1,1,848
19793,7,7,0.99232316,1,1,848
10226,4,8,0.9835655,0,2,848
11277,4,4,0.9667299,1,2,848
4588,4,2,0.5506906,0,2,848
18518,7,0,0.77394027,0,2,848
10521,3,3,0.7154351,1,2,848
6692,1,1,0.9916123,1,2,848
19915,4,8,0.85937405,0,3,848
20413,4,4,0.9918813,1,3,848
12171,4,4,0.8041146,1,3,848
12145,3,0,0.48264992,0,3,848
2264,7,7,0.9859387,1,3,848
7019,7,7,0.9931458,1,3,848
18334,4,4,0.98848337,1,4,848
16426,4,4,0.99074674,1,4,848
19863,0,0,0.8340262,1,4,848
17594,9,7,0.9746168,0,4,848
11548,8,8,0.99410266,1,4,848
10544,8,8,0.9881621,1,4,848
13051,6,3,0.660652,0,0,849
5044,6,6,0.6015977,1,0,849
4739,6,6,0.99701047,1,0,849
8985,4,4,0.97883874,1,0,849
12756,5,5,0.99580413,1,0,849
1019,10,10,0.99220324,1,0,849
14984,6,6,0.9740543,1,1,849
2962,6,6,0.99716055,1,1,849
3091,6,6,0.9967572,1,1,849
10965,0,0,0.6018208,1,1,849
13181,0,0,0.97137105,1,1,849
1101,9,9,0.7310433,1,1,849
7459,6,6,0.45873028,1,2,849
3146,6,1,0.69651985,0,2,849
736,6,6,0.99737203,1,2,849
15758,0,0,0.99350065,1,2,849
17678,8,8,0.9440743,1,2,849
19581,8,8,0.98666245,1,2,849
11421,6,6,0.9959721,1,3,849
10165,6,6,0.99740523,1,3,849
1378,3,3,0.87198436,1,3,849
8540,3,3,0.96670717,1,3,849
11514,3,3,0.78145343,1,3,849
7683,3,3,0.9272641,1,3,849
7318,6,6,0.9974216,1,4,849
5742,6,6,0.9972051,1,4,849
2187,6,10,0.99010533,0,4,849
711,6,6,0.9974675,1,4,849
12740,4,4,0.9928369,1,4,849
9415,4,4,0.9306163,1,4,849
20753,7,7,0.9931075,1,0,850
21711,7,7,0.99220496,1,0,850
5644,7,7,0.99074495,1,0,850
6786,1,1,0.9937078,1,0,850
3111,6,6,0.9970294,1,0,850
18651,6,6,0.99701715,1,0,850
19500,7,9,0.93887186,0,1,850
6015,7,7,0.9624704,1,1,850
2675,7,8,0.9665,0,1,850
3521,1,1,0.996018,1,1,850
17732,1,1,0.99445146,1,1,850
6072,10,10,0.6482525,1,1,850
2619,7,9,0.44121113,0,2,850
18827,7,3,0.42013472,0,2,850
11868,1,1,0.893814,1,2,850
5534,1,1,0.9948301,1,2,850
6530,2,2,0.99265903,1,2,850
21262,2,2,0.7945691,1,2,850
19353,7,7,0.9934848,1,3,850
7701,7,7,0.98302794,1,3,850
4102,7,7,0.9920827,1,3,850
19252,1,1,0.9228731,1,3,850
17986,1,1,0.99299216,1,3,850
13379,4,4,0.98623407,1,3,850
19170,7,7,0.99231017,1,4,850
16353,7,7,0.99370295,1,4,850
20134,1,4,0.66509736,0,4,850
739,1,1,0.99396247,1,4,850
4576,5,5,0.9948086,1,4,850
5588,8,7,0.74313974,0,4,850
1936,0,7,0.6054854,0,0,851
8750,0,0,0.9911902,1,0,851
10738,0,0,0.93212646,1,0,851
20363,0,0,0.9829009,1,0,851
21241,2,2,0.9948378,1,0,851
8683,9,2,0.78788817,0,0,851
19448,0,7,0.37045962,0,1,851
20931,0,0,0.98540515,1,1,851
13690,0,10,0.9537846,0,1,851
7106,7,7,0.99362,1,1,851
5695,7,7,0.99000263,1,1,851
13269,7,7,0.99156016,1,1,851
17074,0,0,0.6600224,1,2,851
11182,0,0,0.9390818,1,2,851
6554,0,0,0.9901383,1,2,851
6822,6,6,0.9968231,1,2,851
11032,7,7,0.9909209,1,2,851
16613,10,10,0.99559927,1,2,851
8521,0,0,0.97478,1,3,851
16384,0,0,0.9890115,1,3,851
21319,0,10,0.5280739,0,3,851
1204,7,7,0.99160576,1,3,851
6227,7,7,0.9933622,1,3,851
532,6,6,0.9968478,1,3,851
18942,0,0,0.88073146,1,4,851
4667,0,0,0.77358305,1,4,851
5909,0,0,0.9850448,1,4,851
8248,1,1,0.9138352,1,4,851
7176,1,1,0.99142516,1,4,851
191,5,5,0.99574655,1,4,851
12656,5,5,0.99669904,1,0,852
18403,5,5,0.993912,1,0,852
2705,5,5,0.98999983,1,0,852
12332,10,10,0.9960193,1,0,852
3930,10,3,0.5213099,0,0,852
21632,10,10,0.99391115,1,0,852
4428,5,5,0.9966338,1,1,852
16877,5,3,0.66926146,0,1,852
16754,5,5,0.9927343,1,1,852
8545,9,8,0.9201839,0,1,852
5307,2,2,0.5583732,1,1,852
1665,2,2,0.99345833,1,1,852
1295,5,5,0.99659747,1,2,852
11692,5,5,0.995708,1,2,852
21596,5,5,0.9967565,1,2,852
16814,10,10,0.9959831,1,2,852
16502,0,0,0.9477189,1,2,852
11987,4,4,0.99304456,1,2,852
21671,5,5,0.99661887,1,3,852
12932,5,5,0.99616635,1,3,852
3049,6,6,0.9973508,1,3,852
18846,6,6,0.99737406,1,3,852
2771,10,10,0.62381214,1,3,852
9315,10,10,0.9963799,1,3,852
20717,5,5,0.99666613,1,4,852
13005,5,5,0.99294734,1,4,852
228,5,5,0.99642086,1,4,852
7338,7,3,0.5405781,0,4,852
12122,7,7,0.93957484,1,4,852
20046,2,2,0.99308926,1,4,852
5730,7,7,0.8459513,1,0,853
7803,7,7,0.7558844,1,0,853
18889,7,7,0.97678304,1,0,853
9588,10,10,0.99415624,1,0,853
21885,0,0,0.9890498,1,0,853
3452,4,4,0.4959095,1,0,853
8382,7,7,0.9906522,1,1,853
17103,7,7,0.9933642,1,1,853
16353,7,7,0.99370295,1,1,853
19407,1,1,0.99433905,1,1,853
20642,9,9,0.9907817,1,1,853
12908,2,2,0.9719481,1,1,853
17784,7,8,0.9564847,0,2,853
7940,7,7,0.9858834,1,2,853
17931,7,9,0.63702047,0,2,853
6700,5,5,0.99684465,1,2,853
15745,5,5,0.9954672,1,2,853
11389,5,5,0.995883,1,2,853
14084,7,7,0.9793844,1,3,853
17098,7,1,0.98587406,0,3,853
6239,8,8,0.9427654,1,3,853
7240,8,8,0.9493351,1,3,853
11728,8,8,0.9637952,1,3,853
8943,5,5,0.99621373,1,3,853
3224,7,7,0.9930006,1,4,853
8282,7,7,0.4423356,1,4,853
16514,7,3,0.365662,0,4,853
18547,3,3,0.97026604,1,4,853
16443,1,1,0.99417794,1,4,853
14328,5,5,0.99497813,1,4,853
18476,3,3,0.9713146,1,0,854
352,3,3,0.97922873,1,0,854
18459,3,3,0.8978137,1,0,854
7954,10,5,0.8019221,0,0,854
1866,10,10,0.99384004,1,0,854
9690,10,10,0.996234,1,0,854
16807,3,3,0.54116505,1,1,854
9124,3,7,0.8975723,0,1,854
6484,6,6,0.9972698,1,1,854
21247,1,1,0.98447454,1,1,854
5415,1,1,0.9922725,1,1,854
3100,10,10,0.93096364,1,1,854
590,3,3,0.81244195,1,2,854
18689,3,3,0.8037347,1,2,854
18026,3,3,0.5882574,1,2,854
6034,0,0,0.9934321,1,2,854
19810,7,7,0.97135586,1,2,854
4272,4,4,0.99295735,1,2,854
19159,3,0,0.5545115,0,3,854
101,3,3,0.89599115,1,3,854
21263,3,5,0.9801942,0,3,854
7980,0,0,0.9917094,1,3,854
7738,2,2,0.99401546,1,3,854
225,4,0,0.99320036,0,3,854
5562,3,2,0.92321354,0,4,854
1609,3,0,0.5740064,0,4,854
19978,3,3,0.9762146,1,4,854
21028,2,2,0.88882524,1,4,854
15705,2,9,0.9879596,0,4,854
662,0,7,0.86004263,0,4,854
14911,8,8,0.9806505,1,0,855
17678,8,8,0.9440743,1,0,855
14747,8,8,0.99230725,1,0,855
11378,5,5,0.80353045,1,0,855
7135,5,5,0.9967474,1,0,855
13114,5,5,0.9951756,1,0,855
13627,8,8,0.98715335,1,1,855
4752,8,8,0.80800563,1,1,855
15750,10,10,0.99559444,1,1,855
17271,2,4,0.6763937,0,1,855
14459,2,2,0.99499315,1,1,855
21589,2,2,0.9940546,1,1,855
19637,8,8,0.9859233,1,2,855
4478,8,8,0.7578219,1,2,855
13046,8,8,0.99056304,1,2,855
6684,4,3,0.80331653,0,2,855
7127,6,6,0.9974445,1,2,855
3949,6,6,0.9971149,1,2,855
8981,8,8,0.99002355,1,3,855
5242,8,8,0.8440397,1,3,855
11016,0,3,0.42636025,0,3,855
17193,0,3,0.89398843,0,3,855
8677,9,9,0.9777194,1,3,855
10030,9,8,0.98857343,0,3,855
11590,8,8,0.99326307,1,4,855
12436,8,8,0.99345666,1,4,855
15466,8,8,0.99362385,1,4,855
644,10,10,0.93200016,1,4,855
19709,3,3,0.65310156,1,4,855
7619,3,2,0.7488698,0,4,855
5545,3,3,0.5792493,1,0,856
13024,3,2,0.8159742,0,0,856
16600,6,6,0.99749124,1,0,856
8741,6,6,0.9971283,1,0,856
4234,6,6,0.9191459,1,0,856
7319,10,10,0.99447757,1,0,856
19918,3,3,0.5634134,1,1,856
14904,3,3,0.8596372,1,1,856
17769,3,3,0.823676,1,1,856
21312,9,9,0.9896153,1,1,856
10728,9,9,0.9275909,1,1,856
13320,2,2,0.9944396,1,1,856
21519,3,8,0.30702376,0,2,856
20467,3,3,0.94857734,1,2,856
18377,2,2,0.9938269,1,2,856
9040,7,9,0.9077291,0,2,856
7338,7,3,0.5405781,0,2,856
5863,7,9,0.9900203,0,2,856
5828,3,2,0.99403965,0,3,856
12722,3,3,0.9688307,1,3,856
16860,3,0,0.33898947,0,3,856
20257,8,7,0.9750251,0,3,856
9220,8,7,0.5771115,0,3,856
7680,8,8,0.989301,1,3,856
9861,3,3,0.78544796,1,4,856
19465,3,2,0.95442486,0,4,856
7998,3,5,0.98393077,0,4,856
16187,1,1,0.9935272,1,4,856
2141,1,1,0.994574,1,4,856
987,4,4,0.9518792,1,4,856
14121,9,0,0.7978785,0,0,857
11493,9,9,0.9760142,1,0,857
969,3,9,0.97237456,0,0,857
6079,2,2,0.99467564,1,0,857
14409,6,6,0.9952101,1,0,857
9897,0,0,0.9937517,1,0,857
10779,9,9,0.90504766,1,1,857
20888,9,9,0.9874657,1,1,857
11147,7,7,0.89425564,1,1,857
15154,7,7,0.9918324,1,1,857
17188,7,7,0.9066272,1,1,857
18953,7,7,0.9916957,1,1,857
1013,9,9,0.99095345,1,2,857
7505,9,9,0.9842465,1,2,857
6484,6,6,0.9972698,1,2,857
10811,6,6,0.99651504,1,2,857
11087,6,6,0.9971808,1,2,857
1630,6,6,0.9973394,1,2,857
18659,9,9,0.9908557,1,3,857
2028,9,3,0.8103217,0,3,857
1883,4,4,0.99071926,1,3,857
6962,6,6,0.99681914,1,3,857
7675,6,6,0.99720484,1,3,857
6176,5,5,0.9960615,1,3,857
12443,9,4,0.9781763,0,4,857
21864,9,9,0.988431,1,4,857
2681,9,9,0.97494304,1,4,857
772,6,6,0.9931039,1,4,857
326,10,10,0.9961479,1,4,857
10068,1,1,0.99220663,1,4,857
5624,8,8,0.9765322,1,0,858
20263,8,8,0.99023473,1,0,858
5552,5,5,0.9964952,1,0,858
551,5,3,0.7912163,0,0,858
12536,6,6,0.9974025,1,0,858
15254,2,2,0.99117565,1,0,858
10099,8,8,0.9890759,1,1,858
16218,8,8,0.9903578,1,1,858
19250,8,8,0.9915953,1,1,858
19106,1,1,0.9944457,1,1,858
7438,1,1,0.99182665,1,1,858
14453,1,1,0.9911301,1,1,858
13067,8,8,0.99307454,1,2,858
7539,8,8,0.9921136,1,2,858
5819,6,6,0.9968773,1,2,858
15907,6,6,0.99730253,1,2,858
18142,6,6,0.99718034,1,2,858
17223,6,6,0.9908466,1,2,858
16245,8,8,0.9931926,1,3,858
3012,8,8,0.96529883,1,3,858
8472,2,2,0.99444205,1,3,858
19128,5,5,0.9966629,1,3,858
15191,7,7,0.9780056,1,3,858
17134,3,3,0.9602851,1,3,858
12491,8,8,0.9510682,1,4,858
5903,8,8,0.99452,1,4,858
5759,8,8,0.99281365,1,4,858
17838,0,0,0.9769617,1,4,858
13595,0,0,0.993038,1,4,858
21058,9,9,0.95497006,1,4,858
7952,8,8,0.99447757,1,0,859
8878,8,8,0.9624335,1,0,859
12361,8,9,0.9223728,0,0,859
8621,2,2,0.43600214,1,0,859
18693,4,3,0.534948,0,0,859
5335,4,4,0.993052,1,0,859
12334,8,7,0.9412487,0,1,859
14305,8,8,0.98918414,1,1,859
4050,8,8,0.9789717,1,1,859
6881,2,3,0.8881978,0,1,859
5537,2,2,0.9834964,1,1,859
451,0,0,0.99025214,1,1,859
19422,8,8,0.9812912,1,2,859
18355,8,8,0.96967745,1,2,859
7122,3,3,0.5449796,1,2,859
20141,3,3,0.81679475,1,2,859
11811,1,1,0.98968863,1,2,859
18234,1,1,0.99415106,1,2,859
4698,8,8,0.97079617,1,3,859
3816,8,8,0.9336523,1,3,859
17360,8,0,0.9623878,0,3,859
19089,8,8,0.9702932,1,3,859
21311,0,0,0.97664964,1,3,859
1541,10,10,0.97985554,1,3,859
2040,8,8,0.9931202,1,4,859
19204,8,8,0.9948148,1,4,859
12175,2,2,0.9729803,1,4,859
9332,2,2,0.9935411,1,4,859
9490,2,2,0.98706436,1,4,859
2789,2,3,0.43930063,0,4,859
5180,4,4,0.99142116,1,0,860
8931,4,4,0.52680963,1,0,860
14051,4,4,0.99290776,1,0,860
854,9,9,0.99237835,1,0,860
13560,0,0,0.8650632,1,0,860
14739,0,0,0.95887154,1,0,860
18457,4,4,0.9851719,1,1,860
6084,4,4,0.94357073,1,1,860
19953,8,6,0.9506554,0,1,860
2760,8,8,0.9672734,1,1,860
6852,8,8,0.98761636,1,1,860
15873,8,7,0.9920466,0,1,860
11387,4,4,0.9934164,1,2,860
18178,4,4,0.9888859,1,2,860
6414,4,4,0.98236763,1,2,860
10687,0,0,0.5654076,1,2,860
20523,0,0,0.9804246,1,2,860
12652,8,9,0.90375406,0,2,860
9439,4,4,0.9919477,1,3,860
2044,4,0,0.94636804,0,3,860
7476,9,9,0.944081,1,3,860
714,1,1,0.98330945,1,3,860
16547,1,1,0.7006145,1,3,860
15124,1,1,0.99518824,1,3,860
12454,4,4,0.9581015,1,4,860
10904,4,0,0.96894526,0,4,860
11277,4,4,0.9667299,1,4,860
6099,2,2,0.99286205,1,4,860
2076,5,6,0.9872874,0,4,860
12966,5,5,0.9956245,1,4,860
20335,2,3,0.94709384,0,0,861
21199,2,1,0.30145115,0,0,861
9537,5,5,0.97569543,1,0,861
2373,6,10,0.52278614,0,0,861
3147,6,6,0.997396,1,0,861
21069,6,6,0.9966372,1,0,861
12584,2,2,0.994645,1,1,861
7754,2,2,0.9897764,1,1,861
12795,2,2,0.99279284,1,1,861
1368,6,1,0.56821257,0,1,861
15603,7,7,0.7644054,1,1,861
20459,7,7,0.99149686,1,1,861
6784,2,2,0.982003,1,2,861
21471,2,2,0.99451643,1,2,861
9126,2,2,0.99486274,1,2,861
3084,0,0,0.9932595,1,2,861
11541,8,8,0.9945251,1,2,861
15230,5,5,0.9956234,1,2,861
14049,2,2,0.9949092,1,3,861
2406,2,2,0.9830201,1,3,861
11206,2,2,0.99278367,1,3,861
16198,2,2,0.98990846,1,3,861
11442,3,3,0.8799044,1,3,861
16454,0,0,0.87460953,1,3,861
2564,2,2,0.9775595,1,4,861
21611,2,2,0.9824576,1,4,861
20213,5,5,0.97877103,1,4,861
12763,5,5,0.9948539,1,4,861
20424,4,9,0.96625537,0,4,861
3152,9,9,0.97822326,1,4,861
3118,9,8,0.85086745,0,0,862
18712,9,8,0.38311452,0,0,862
9077,2,1,0.96080196,0,0,862
10824,2,2,0.993919,1,0,862
2409,4,0,0.64321566,0,0,862
2989,4,4,0.98655826,1,0,862
5352,9,9,0.9910665,1,1,862
12902,9,9,0.9870936,1,1,862
4216,9,9,0.9765613,1,1,862
4726,8,8,0.9723145,1,1,862
1289,10,10,0.29781246,1,1,862
1653,10,10,0.9961966,1,1,862
4041,9,9,0.9853661,1,2,862
245,9,9,0.9815352,1,2,862
18068,9,9,0.9611672,1,2,862
3915,2,6,0.99279344,0,2,862
8227,6,6,0.9971973,1,2,862
148,8,8,0.96642494,1,2,862
17291,9,9,0.976239,1,3,862
11595,9,7,0.9035983,0,3,862
9387,9,9,0.97626424,1,3,862
9317,4,4,0.99021894,1,3,862
