seller_id,regime,n_stores,n_items_target,n_items_actual,method,eta,tilt,gt_segment,seller_accuracy
448,focused,5,300,300,A_real,0.0,hard,9,0.8666666666666667
449,focused,5,300,300,A_real,0.0,easy,1,0.9766666666666667
450,focused,5,300,300,A_real,0.0,neutral,7,0.81
451,focused,5,300,300,A_real,0.0,hard,0,0.8333333333333334
452,focused,5,300,300,A_real,0.0,easy,1,0.93
453,focused,5,300,300,A_real,0.0,neutral,8,0.9166666666666666
454,focused,5,300,300,A_real,0.0,hard,0,0.83
455,focused,5,300,300,A_real,0.0,easy,10,0.9266666666666666
456,focused,5,300,300,A_real,0.0,neutral,2,0.88
457,focused,5,300,300,A_real,0.0,hard,4,0.84
458,focused,5,300,300,A_real,0.0,easy,2,0.88
459,focused,5,300,300,A_real,0.0,neutral,3,0.7366666666666667
460,focused,5,300,300,A_real,0.0,hard,7,0.8266666666666667
461,focused,5,300,300,A_real,0.0,easy,6,0.8466666666666667
462,focused,5,300,300,A_real,0.0,neutral,9,0.9033333333333333
463,focused,5,300,300,A_real,0.0,hard,3,0.69
464,focused,5,300,300,A_real,0.0,easy,10,0.9233333333333333
465,focused,5,300,300,A_real,0.0,neutral,10,0.93
466,focused,5,300,300,A_real,0.0,hard,9,0.8466666666666667
467,focused,5,300,300,A_real,0.0,easy,6,0.9233333333333333
468,focused,5,300,300,A_real,0.0,neutral,9,0.8833333333333333
469,focused,5,300,300,A_real,0.0,hard,0,0.84
470,focused,5,300,300,A_real,0.0,easy,5,0.9333333333333333
471,focused,5,300,300,A_real,0.0,neutral,0,0.8566666666666667
472,focused,5,300,300,A_real,0.0,hard,7,0.8233333333333334
473,focused,5,300,300,A_real,0.0,easy,8,0.9033333333333333
474,focused,5,300,300,A_real,0.0,neutral,0,0.86
475,focused,5,300,300,A_real,0.0,hard,4,0.85
476,focused,5,300,300,A_real,0.0,easy,5,0.95
477,focused,5,300,300,A_real,0.0,neutral,10,0.9033333333333333
478,focused,5,300,300,A_real,0.0,hard,3,0.73
479,focused,5,300,300,A_real,0.0,easy,1,0.95
480,cross,1,30,30,A_real,0.0,easy,6,0.9
481,cross,1,30,30,A_real,0.0,neutral,5,0.9
482,cross,1,30,30,A_real,0.0,hard,0,0.9
483,cross,1,30,30,A_real,0.0,easy,2,0.9333333333333333
484,cross,1,30,30,A_real,0.0,neutral,7,1.0
485,cross,1,30,30,A_real,0.0,hard,4,0.8666666666666667
486,cross,1,30,30,A_real,0.0,easy,10,0.8333333333333334
487,cross,1,30,30,A_real,0.0,neutral,2,0.8333333333333334
488,cross,1,30,30,A_real,0.0,hard,3,0.8
489,cross,1,30,30,A_real,0.0,easy,2,0.9
490,cross,1,30,30,A_real,0.0,neutral,2,0.8666666666666667
491,cross,1,30,30,A_real,0.0,hard,4,0.7666666666666667
492,cross,1,30,30,A_real,0.0,easy,2,0.8666666666666667
493,cross,1,30,30,A_real,0.0,neutral,4,0.8
494,cross,1,30,30,A_real,0.0,hard,4,0.7
495,cross,1,30,30,A_real,0.0,easy,10,1.0
496,cross,1,30,30,A_real,0.0,neutral,0,0.9666666666666667
497,cross,1,30,30,A_real,0.0,hard,7,0.8333333333333334
498,cross,1,30,30,A_real,0.0,easy,2,0.8666666666666667
499,cross,1,30,30,A_real,0.0,neutral,4,0.8333333333333334
500,cross,1,30,30,A_real,0.0,hard,4,0.8
501,cross,1,30,30,A_real,0.0,easy,8,0.9666666666666667
502,cross,1,30,30,A_real,0.0,neutral,4,0.8333333333333334
503,cross,1,30,30,A_real,0.0,hard,7,0.9
504,cross,1,30,30,A_real,0.0,easy,10,0.9333333333333333
505,cross,1,30,30,A_real,0.0,neutral,9,0.9
506,cross,1,30,30,A_real,0.0,hard,9,0.9
507,cross,1,30,30,A_real,0.0,easy,8,0.8666666666666667
508,cross,1,30,30,A_real,0.0,neutral,9,0.9333333333333333
509,cross,1,30,30,A_real,0.0,hard,9,0.9666666666666667
510,cross,1,30,30,A_real,0.0,easy,1,0.9
511,cross,1,30,30,A_real,0.0,neutral,9,0.8333333333333334
512,cross,1,30,30,A_real,0.0,hard,7,0.8666666666666667
513,cross,1,30,30,A_real,0.0,easy,10,0.9
514,cross,1,30,30,A_real,0.0,neutral,10,0.9
515,cross,1,30,30,A_real,0.0,hard,9,0.8333333333333334
516,cross,1,30,30,A_real,0.0,easy,5,0.8666666666666667
517,cross,1,30,30,A_real,0.0,neutral,2,0.8
518,cross,1,30,30,A_real,0.0,hard,3,0.8
519,cross,1,30,30,A_real,0.0,easy,6,0.9
520,cross,1,100,100,A_real,0.0,easy,6,0.87
521,cross,1,100,100,A_real,0.0,neutral,6,0.94
522,cross,1,100,100,A_real,0.0,hard,7,0.85
523,cross,1,100,100,A_real,0.0,easy,2,0.92
524,cross,1,100,100,A_real,0.0,neutral,4,0.81
525,cross,1,100,100,A_real,0.0,hard,4,0.84
526,cross,1,100,100,A_real,0.0,easy,8,0.89
527,cross,1,100,100,A_real,0.0,neutral,3,0.83
528,cross,1,100,100,A_real,0.0,hard,3,0.81
529,cross,1,100,100,A_real,0.0,easy,2,0.93
530,cross,1,100,100,A_real,0.0,neutral,1,0.93
531,cross,1,100,100,A_real,0.0,hard,3,0.8
532,cross,1,100,100,A_real,0.0,easy,2,0.79
533,cross,1,100,100,A_real,0.0,neutral,0,0.89
534,cross,1,100,100,A_real,0.0,hard,9,0.89
535,cross,1,100,100,A_real,0.0,easy,5,0.85
536,cross,1,100,100,A_real,0.0,neutral,10,0.93
537,cross,1,100,100,A_real,0.0,hard,0,0.83
538,cross,1,100,100,A_real,0.0,easy,2,0.76
539,cross,1,100,100,A_real,0.0,neutral,6,0.87
540,cross,1,100,100,A_real,0.0,hard,0,0.9
541,cross,1,100,100,A_real,0.0,easy,8,0.9
542,cross,1,100,100,A_real,0.0,neutral,7,0.84
543,cross,1,100,100,A_real,0.0,hard,4,0.85
544,cross,1,100,100,A_real,0.0,easy,6,0.83
545,cross,1,100,100,A_real,0.0,neutral,2,0.81
546,cross,1,100,100,A_real,0.0,hard,4,0.79
547,cross,1,100,100,A_real,0.0,easy,10,0.93
548,cross,1,100,100,A_real,0.0,neutral,4,0.87
549,cross,1,100,100,A_real,0.0,hard,4,0.87
550,cross,1,100,100,A_real,0.0,easy,2,0.87
551,cross,1,100,100,A_real,0.0,neutral,0,0.84
552,cross,1,100,100,A_real,0.0,hard,3,0.83
553,cross,1,100,100,A_real,0.0,easy,1,0.92
554,cross,1,100,100,A_real,0.0,neutral,10,0.85
555,cross,1,100,100,A_real,0.0,hard,7,0.76
556,cross,1,100,100,A_real,0.0,easy,1,0.91
557,cross,1,100,100,A_real,0.0,neutral,9,0.84
558,cross,1,100,100,A_real,0.0,hard,4,0.83
559,cross,1,100,100,A_real,0.0,easy,1,0.86
560,cross,1,300,300,A_real,0.0,easy,10,0.8833333333333333
561,cross,1,300,300,A_real,0.0,neutral,10,0.9066666666666666
562,cross,1,300,300,A_real,0.0,hard,9,0.8433333333333334
563,cross,1,300,300,A_real,0.0,easy,1,0.9
564,cross,1,300,300,A_real,0.0,neutral,4,0.88
565,cross,1,300,300,A_real,0.0,hard,7,0.8633333333333333
566,cross,1,300,300,A_real,0.0,easy,6,0.85
567,cross,1,300,300,A_real,0.0,neutral,5,0.9
568,cross,1,300,300,A_real,0.0,hard,9,0.8433333333333334
569,cross,1,300,300,A_real,0.0,easy,10,0.94
570,cross,1,300,300,A_real,0.0,neutral,7,0.8166666666666667
571,cross,1,300,300,A_real,0.0,hard,4,0.8866666666666667
572,cross,1,300,300,A_real,0.0,easy,8,0.9
573,cross,1,300,300,A_real,0.0,neutral,3,0.7833333333333333
574,cross,1,300,300,A_real,0.0,hard,4,0.9
575,cross,1,300,300,A_real,0.0,easy,8,0.9266666666666666
576,cross,1,300,300,A_real,0.0,neutral,5,0.9066666666666666
577,cross,1,300,300,A_real,0.0,hard,4,0.9033333333333333
578,cross,1,300,300,A_real,0.0,easy,2,0.9166666666666666
579,cross,1,300,300,A_real,0.0,neutral,2,0.8866666666666667
580,cross,1,300,300,A_real,0.0,hard,9,0.8666666666666667
581,cross,1,300,300,A_real,0.0,easy,8,0.92
582,cross,1,300,300,A_real,0.0,neutral,8,0.8966666666666666
583,cross,1,300,300,A_real,0.0,hard,4,0.8366666666666667
584,cross,1,300,300,A_real,0.0,easy,10,0.92
585,cross,1,300,300,A_real,0.0,neutral,4,0.9033333333333333
586,cross,1,300,300,A_real,0.0,hard,0,0.87
587,cross,1,300,300,A_real,0.0,easy,8,0.8766666666666667
588,cross,1,300,300,A_real,0.0,neutral,10,0.89
589,cross,1,300,300,A_real,0.0,hard,9,0.86
590,cross,1,300,300,A_real,0.0,easy,8,0.9066666666666666
591,cross,1,300,300,A_real,0.0,neutral,1,0.9066666666666666
592,cross,1,300,300,A_real,0.0,hard,9,0.8866666666666667
593,cross,1,300,300,A_real,0.0,easy,2,0.87
594,cross,1,300,300,A_real,0.0,neutral,7,0.85
595,cross,1,300,300,A_real,0.0,hard,9,0.91
596,cross,1,300,300,A_real,0.0,easy,5,0.8766666666666667
597,cross,1,300,300,A_real,0.0,neutral,9,0.8933333333333333
598,cross,1,300,300,A_real,0.0,hard,9,0.8833333333333333
599,cross,1,300,300,A_real,0.0,easy,1,0.9333333333333333
600,cross,2,30,30,A_real,0.0,easy,10,0.8333333333333334
601,cross,2,30,30,A_real,0.0,neutral,3,0.8333333333333334
602,cross,2,30,30,A_real,0.0,hard,0,0.8
603,cross,2,30,30,A_real,0.0,easy,1,0.8333333333333334
604,cross,2,30,30,A_real,0.0,neutral,6,0.9333333333333333
605,cross,2,30,30,A_real,0.0,hard,3,0.7333333333333333
606,cross,2,30,30,A_real,0.0,easy,6,1.0
607,cross,2,30,30,A_real,0.0,neutral,6,0.9666666666666667
608,cross,2,30,30,A_real,0.0,hard,9,0.9333333333333333
609,cross,2,30,30,A_real,0.0,easy,6,0.9666666666666667
610,cross,2,30,30,A_real,0.0,neutral,4,0.8333333333333334
611,cross,2,30,30,A_real,0.0,hard,3,0.7666666666666667
612,cross,2,30,30,A_real,0.0,easy,5,0.8666666666666667
613,cross,2,30,30,A_real,0.0,neutral,8,0.8333333333333334
614,cross,2,30,30,A_real,0.0,hard,0,0.9
615,cross,2,30,30,A_real,0.0,easy,2,0.9
616,cross,2,30,30,A_real,0.0,neutral,1,1.0
617,cross,2,30,30,A_real,0.0,hard,7,0.8333333333333334
618,cross,2,30,30,A_real,0.0,easy,8,0.8666666666666667
619,cross,2,30,30,A_real,0.0,neutral,5,0.9666666666666667
620,cross,2,30,30,A_real,0.0,hard,7,0.7666666666666667
621,cross,2,30,30,A_real,0.0,easy,2,0.9333333333333333
622,cross,2,30,30,A_real,0.0,neutral,10,0.9
623,cross,2,30,30,A_real,0.0,hard,3,0.9333333333333333
624,cross,2,30,30,A_real,0.0,easy,2,0.8
625,cross,2,30,30,A_real,0.0,neutral,7,0.8666666666666667
626,cross,2,30,30,A_real,0.0,hard,4,0.7666666666666667
627,cross,2,30,30,A_real,0.0,easy,6,0.9666666666666667
628,cross,2,30,30,A_real,0.0,neutral,9,1.0
629,cross,2,30,30,A_real,0.0,hard,7,0.9
630,cross,2,30,30,A_real,0.0,easy,8,0.8666666666666667
631,cross,2,30,30,A_real,0.0,neutral,0,0.8333333333333334
632,cross,2,30,30,A_real,0.0,hard,0,0.8333333333333334
633,cross,2,30,30,A_real,0.0,easy,2,0.8333333333333334
634,cross,2,30,30,A_real,0.0,neutral,4,0.9333333333333333
635,cross,2,30,30,A_real,0.0,hard,9,0.9
636,cross,2,30,30,A_real,0.0,easy,2,0.8666666666666667
637,cross,2,30,30,A_real,0.0,neutral,9,0.8333333333333334
638,cross,2,30,30,A_real,0.0,hard,7,0.9333333333333333
639,cross,2,30,30,A_real,0.0,easy,5,0.8
640,cross,2,100,100,A_real,0.0,easy,2,0.8
641,cross,2,100,100,A_real,0.0,neutral,5,0.83
642,cross,2,100,100,A_real,0.0,hard,4,0.81
643,cross,2,100,100,A_real,0.0,easy,8,0.92
644,cross,2,100,100,A_real,0.0,neutral,0,0.86
645,cross,2,100,100,A_real,0.0,hard,3,0.82
646,cross,2,100,100,A_real,0.0,easy,5,0.92
647,cross,2,100,100,A_real,0.0,neutral,2,0.86
648,cross,2,100,100,A_real,0.0,hard,7,0.79
649,cross,2,100,100,A_real,0.0,easy,8,0.91
650,cross,2,100,100,A_real,0.0,neutral,1,0.91
651,cross,2,100,100,A_real,0.0,hard,0,0.81
652,cross,2,100,100,A_real,0.0,easy,5,0.92
653,cross,2,100,100,A_real,0.0,neutral,0,0.91
654,cross,2,100,100,A_real,0.0,hard,0,0.81
655,cross,2,100,100,A_real,0.0,easy,5,0.9
656,cross,2,100,100,A_real,0.0,neutral,5,0.87
657,cross,2,100,100,A_real,0.0,hard,7,0.86
658,cross,2,100,100,A_real,0.0,easy,2,0.91
659,cross,2,100,100,A_real,0.0,neutral,5,0.92
660,cross,2,100,100,A_real,0.0,hard,7,0.89
661,cross,2,100,100,A_real,0.0,easy,8,0.92
662,cross,2,100,100,A_real,0.0,neutral,1,0.9
663,cross,2,100,100,A_real,0.0,hard,9,0.88
664,cross,2,100,100,A_real,0.0,easy,8,0.82
665,cross,2,100,100,A_real,0.0,neutral,8,0.88
666,cross,2,100,100,A_real,0.0,hard,3,0.77
667,cross,2,100,100,A_real,0.0,easy,2,0.91
668,cross,2,100,100,A_real,0.0,neutral,10,0.91
669,cross,2,100,100,A_real,0.0,hard,0,0.84
670,cross,2,100,100,A_real,0.0,easy,1,0.96
671,cross,2,100,100,A_real,0.0,neutral,2,0.87
672,cross,2,100,100,A_real,0.0,hard,0,0.85
673,cross,2,100,100,A_real,0.0,easy,1,0.97
674,cross,2,100,100,A_real,0.0,neutral,9,0.86
675,cross,2,100,100,A_real,0.0,hard,3,0.76
676,cross,2,100,100,A_real,0.0,easy,1,0.92
677,cross,2,100,100,A_real,0.0,neutral,8,0.91
678,cross,2,100,100,A_real,0.0,hard,0,0.85
679,cross,2,100,100,A_real,0.0,easy,10,0.94
680,cross,2,300,300,A_real,0.0,easy,8,0.9
681,cross,2,300,300,A_real,0.0,neutral,10,0.9166666666666666
682,cross,2,300,300,A_real,0.0,hard,9,0.9066666666666666
683,cross,2,300,300,A_real,0.0,easy,6,0.89
684,cross,2,300,300,A_real,0.0,neutral,10,0.9066666666666666
685,cross,2,300,300,A_real,0.0,hard,9,0.8566666666666667
686,cross,2,300,300,A_real,0.0,easy,6,0.9133333333333333
687,cross,2,300,300,A_real,0.0,neutral,8,0.9133333333333333
688,cross,2,300,300,A_real,0.0,hard,4,0.8466666666666667
689,cross,2,300,300,A_real,0.0,easy,6,0.8533333333333334
690,cross,2,300,300,A_real,0.0,neutral,10,0.8833333333333333
691,cross,2,300,300,A_real,0.0,hard,3,0.7833333333333333
692,cross,2,300,300,A_real,0.0,easy,6,0.86
693,cross,2,300,300,A_real,0.0,neutral,8,0.9133333333333333
694,cross,2,300,300,A_real,0.0,hard,4,0.86
695,cross,2,300,300,A_real,0.0,easy,1,0.9166666666666666
696,cross,2,300,300,A_real,0.0,neutral,1,0.9033333333333333
697,cross,2,300,300,A_real,0.0,hard,3,0.8233333333333334
698,cross,2,300,300,A_real,0.0,easy,2,0.87
699,cross,2,300,300,A_real,0.0,neutral,1,0.8766666666666667
700,cross,2,300,300,A_real,0.0,hard,7,0.9066666666666666
701,cross,2,300,300,A_real,0.0,easy,6,0.8533333333333334
702,cross,2,300,300,A_real,0.0,neutral,6,0.9166666666666666
703,cross,2,300,300,A_real,0.0,hard,9,0.8733333333333333
704,cross,2,300,300,A_real,0.0,easy,1,0.93
705,cross,2,300,300,A_real,0.0,neutral,2,0.96
706,cross,2,300,300,A_real,0.0,hard,4,0.8233333333333334
707,cross,2,300,300,A_real,0.0,easy,5,0.92
708,cross,2,300,300,A_real,0.0,neutral,4,0.83
709,cross,2,300,300,A_real,0.0,hard,9,0.85
710,cross,2,300,300,A_real,0.0,easy,10,0.88
711,cross,2,300,300,A_real,0.0,neutral,3,0.7766666666666666
712,cross,2,300,300,A_real,0.0,hard,4,0.8066666666666666
713,cross,2,300,300,A_real,0.0,easy,1,0.8966666666666666
714,cross,2,300,300,A_real,0.0,neutral,9,0.8966666666666666
715,cross,2,300,300,A_real,0.0,hard,3,0.8
716,cross,2,300,300,A_real,0.0,easy,1,0.8733333333333333
717,cross,2,300,300,A_real,0.0,neutral,6,0.88
718,cross,2,300,300,A_real,0.0,hard,4,0.8866666666666667
719,cross,2,300,300,A_real,0.0,easy,6,0.8966666666666666
720,cross,3,30,30,A_real,0.0,easy,5,0.9
721,cross,3,30,30,A_real,0.0,neutral,4,0.8666666666666667
722,cross,3,30,30,A_real,0.0,hard,0,0.9
723,cross,3,30,30,A_real,0.0,easy,5,1.0
724,cross,3,30,30,A_real,0.0,neutral,2,1.0
725,cross,3,30,30,A_real,0.0,hard,9,0.8333333333333334
726,cross,3,30,30,A_real,0.0,easy,10,0.9
727,cross,3,30,30,A_real,0.0,neutral,0,0.9
728,cross,3,30,30,A_real,0.0,hard,7,0.9
729,cross,3,30,30,A_real,0.0,easy,6,0.9333333333333333
730,cross,3,30,30,A_real,0.0,neutral,2,0.7666666666666667
731,cross,3,30,30,A_real,0.0,hard,9,0.9333333333333333
732,cross,3,30,30,A_real,0.0,easy,8,0.9
733,cross,3,30,30,A_real,0.0,neutral,2,0.8333333333333334
734,cross,3,30,30,A_real,0.0,hard,9,0.8666666666666667
735,cross,3,30,30,A_real,0.0,easy,5,0.9333333333333333
736,cross,3,30,30,A_real,0.0,neutral,7,0.8
737,cross,3,30,30,A_real,0.0,hard,0,0.7
738,cross,3,30,30,A_real,0.0,easy,1,0.9666666666666667
739,cross,3,30,30,A_real,0.0,neutral,6,0.9
740,cross,3,30,30,A_real,0.0,hard,0,0.9
741,cross,3,30,30,A_real,0.0,easy,6,0.9333333333333333
742,cross,3,30,30,A_real,0.0,neutral,8,0.9333333333333333
743,cross,3,30,30,A_real,0.0,hard,7,0.8333333333333334
744,cross,3,30,30,A_real,0.0,easy,2,0.8
745,cross,3,30,30,A_real,0.0,neutral,1,0.9
746,cross,3,30,30,A_real,0.0,hard,0,0.7666666666666667
747,cross,3,30,30,A_real,0.0,easy,1,0.9
748,cross,3,30,30,A_real,0.0,neutral,1,0.9
749,cross,3,30,30,A_real,0.0,hard,7,0.8
750,cross,3,30,30,A_real,0.0,easy,5,0.9666666666666667
751,cross,3,30,30,A_real,0.0,neutral,2,0.8666666666666667
752,cross,3,30,30,A_real,0.0,hard,9,0.9333333333333333
753,cross,3,30,30,A_real,0.0,easy,6,0.9666666666666667
754,cross,3,30,30,A_real,0.0,neutral,5,0.9666666666666667
755,cross,3,30,30,A_real,0.0,hard,9,0.8
756,cross,3,30,30,A_real,0.0,easy,1,0.9
757,cross,3,30,30,A_real,0.0,neutral,1,1.0
758,cross,3,30,30,A_real,0.0,hard,7,0.9
759,cross,3,30,30,A_real,0.0,easy,6,0.8666666666666667
760,cross,3,100,99,A_real,0.0,easy,1,0.9494949494949495
761,cross,3,100,99,A_real,0.0,neutral,3,0.8383838383838383
762,cross,3,100,99,A_real,0.0,hard,9,0.9292929292929293
763,cross,3,100,99,A_real,0.0,easy,1,0.9090909090909091
764,cross,3,100,99,A_real,0.0,neutral,6,0.898989898989899
765,cross,3,100,99,A_real,0.0,hard,3,0.7878787878787878
766,cross,3,100,99,A_real,0.0,easy,8,0.9393939393939394
767,cross,3,100,99,A_real,0.0,neutral,7,0.8383838383838383
768,cross,3,100,99,A_real,0.0,hard,3,0.8282828282828283
769,cross,3,100,99,A_real,0.0,easy,1,0.9191919191919192
770,cross,3,100,99,A_real,0.0,neutral,9,0.8383838383838383
771,cross,3,100,99,A_real,0.0,hard,4,0.898989898989899
772,cross,3,100,99,A_real,0.0,easy,1,0.8888888888888888
773,cross,3,100,99,A_real,0.0,neutral,9,0.8888888888888888
774,cross,3,100,99,A_real,0.0,hard,7,0.9191919191919192
775,cross,3,100,99,A_real,0.0,easy,5,0.898989898989899
776,cross,3,100,99,A_real,0.0,neutral,6,0.9090909090909091
777,cross,3,100,99,A_real,0.0,hard,4,0.8282828282828283
778,cross,3,100,99,A_real,0.0,easy,5,0.9393939393939394
779,cross,3,100,99,A_real,0.0,neutral,9,0.9494949494949495
780,cross,3,100,99,A_real,0.0,hard,0,0.8888888888888888
781,cross,3,100,99,A_real,0.0,easy,1,0.9191919191919192
782,cross,3,100,99,A_real,0.0,neutral,10,0.898989898989899
783,cross,3,100,99,A_real,0.0,hard,9,0.8080808080808081
784,cross,3,100,99,A_real,0.0,easy,8,0.9191919191919192
785,cross,3,100,99,A_real,0.0,neutral,4,0.7474747474747475
786,cross,3,100,99,A_real,0.0,hard,4,0.9393939393939394
787,cross,3,100,99,A_real,0.0,easy,10,0.9393939393939394
788,cross,3,100,99,A_real,0.0,neutral,0,0.8888888888888888
789,cross,3,100,99,A_real,0.0,hard,3,0.8282828282828283
790,cross,3,100,99,A_real,0.0,easy,10,0.9393939393939394
791,cross,3,100,99,A_real,0.0,neutral,6,0.8484848484848485
792,cross,3,100,99,A_real,0.0,hard,7,0.7878787878787878
793,cross,3,100,99,A_real,0.0,easy,1,0.9191919191919192
794,cross,3,100,99,A_real,0.0,neutral,7,0.7171717171717171
795,cross,3,100,99,A_real,0.0,hard,4,0.8484848484848485
796,cross,3,100,99,A_real,0.0,easy,8,0.9191919191919192
797,cross,3,100,99,A_real,0.0,neutral,3,0.8787878787878788
798,cross,3,100,99,A_real,0.0,hard,7,0.8484848484848485
799,cross,3,100,99,A_real,0.0,easy,1,0.9292929292929293
800,cross,3,300,300,A_real,0.0,easy,6,0.8866666666666667
801,cross,3,300,300,A_real,0.0,neutral,3,0.7866666666666666
802,cross,3,300,300,A_real,0.0,hard,9,0.83
803,cross,3,300,300,A_real,0.0,easy,10,0.92
804,cross,3,300,300,A_real,0.0,neutral,1,0.9033333333333333
805,cross,3,300,300,A_real,0.0,hard,9,0.88
806,cross,3,300,300,A_real,0.0,easy,5,0.9266666666666666
807,cross,3,300,300,A_real,0.0,neutral,1,0.9366666666666666
808,cross,3,300,300,A_real,0.0,hard,4,0.81
809,cross,3,300,300,A_real,0.0,easy,2,0.8566666666666667
810,cross,3,300,300,A_real,0.0,neutral,6,0.8966666666666666
811,cross,3,300,300,A_real,0.0,hard,0,0.8633333333333333
812,cross,3,300,300,A_real,0.0,easy,6,0.84
813,cross,3,300,300,A_real,0.0,neutral,4,0.88
814,cross,3,300,300,A_real,0.0,hard,4,0.85
815,cross,3,300,300,A_real,0.0,easy,8,0.9233333333333333
816,cross,3,300,300,A_real,0.0,neutral,1,0.9066666666666666
817,cross,3,300,300,A_real,0.0,hard,0,0.8233333333333334
818,cross,3,300,300,A_real,0.0,easy,2,0.8666666666666667
819,cross,3,300,300,A_real,0.0,neutral,5,0.9166666666666666
820,cross,3,300,300,A_real,0.0,hard,7,0.8866666666666667
821,cross,3,300,300,A_real,0.0,easy,10,0.9
822,cross,3,300,300,A_real,0.0,neutral,1,0.9133333333333333
823,cross,3,300,300,A_real,0.0,hard,3,0.8266666666666667
824,cross,3,300,300,A_real,0.0,easy,6,0.8866666666666667
825,cross,3,300,300,A_real,0.0,neutral,7,0.8433333333333334
826,cross,3,300,300,A_real,0.0,hard,7,0.81
827,cross,3,300,300,A_real,0.0,easy,1,0.88
828,cross,3,300,300,A_real,0.0,neutral,3,0.8233333333333334
829,cross,3,300,300,A_real,0.0,hard,9,0.8733333333333333
830,cross,3,300,300,A_real,0.0,easy,5,0.9333333333333333
831,cross,3,300,300,A_real,0.0,neutral,7,0.9
832,cross,3,300,300,A_real,0.0,hard,3,0.82
833,cross,3,300,300,A_real,0.0,easy,1,0.9233333333333333
834,cross,3,300,300,A_real,0.0,neutral,8,0.9266666666666666
835,cross,3,300,300,A_real,0.0,hard,3,0.7966666666666666
836,cross,3,300,300,A_real,0.0,easy,5,0.91
837,cross,3,300,300,A_real,0.0,neutral,10,0.91
838,cross,3,300,300,A_real,0.0,hard,4,0.8466666666666667
839,cross,3,300,300,A_real,0.0,easy,1,0.8766666666666667
840,cross,5,30,30,A_real,0.0,easy,8,0.9
841,cross,5,30,30,A_real,0.0,neutral,0,0.8
842,cross,5,30,30,A_real,0.0,hard,7,0.9
843,cross,5,30,30,A_real,0.0,easy,8,0.9
844,cross,5,30,30,A_real,0.0,neutral,0,0.9
845,cross,5,30,30,A_real,0.0,hard,9,0.9
846,cross,5,30,30,A_real,0.0,easy,6,0.9
847,cross,5,30,30,A_real,0.0,neutral,4,0.8
848,cross,5,30,30,A_real,0.0,hard,4,0.7666666666666667
849,cross,5,30,30,A_real,0.0,easy,6,0.9
850,cross,5,30,30,A_real,0.0,neutral,7,0.8
851,cross,5,30,30,A_real,0.0,hard,0,0.8333333333333334
852,cross,5,30,30,A_real,0.0,easy,5,0.8666666666666667
853,cross,5,30,30,A_real,0.0,neutral,7,0.8666666666666667
854,cross,5,30,30,A_real,0.0,hard,3,0.7
855,cross,5,30,30,A_real,0.0,easy,8,0.8
856,cross,5,30,30,A_real,0.0,neutral,3,0.6333333333333333
857,cross,5,30,30,A_real,0.0,hard,9,0.8666666666666667
858,cross,5,30,30,A_real,0.0,easy,8,0.9666666666666667
859,cross,5,30,30,A_real,0.0,neutral,8,0.8
860,cross,5,30,30,A_real,0.0,hard,4,0.8
861,cross,5,30,30,A_real,0.0,easy,2,0.8333333333333334
862,cross,5,30,30,A_real,0.0,neutral,9,0.7
863,cross,5,30,30,A_real,0.0,hard,0,0.9
864,cross,5,30,30,A_real,0.0,easy,6,0.9666666666666667
865,cross,5,30,30,A_real,0.0,neutral,7,0.9666666666666667
866,cross,5,30,30,A_real,0.0,hard,9,0.8666666666666667
867,cross,5,30,30,A_real,0.0,easy,6,0.8666666666666667
868,cross,5,30,30,A_real,0.0,neutral,3,0.7666666666666667
869,cross,5,30,30,A_real,0.0,hard,7,0.9333333333333333
870,cross,5,30,30,A_real,0.0,easy,8,0.8666666666666667
871,cross,5,30,30,A_real,0.0,neutral,7,0.9333333333333333
872,cross,5,30,30,A_real,0.0,hard,7,0.9666666666666667
873,cross,5,30,30,A_real,0.0,easy,5,0.9333333333333333
874,cross,5,30,30,A_real,0.0,neutral,5,0.9
875,cross,5,30,30,A_real,0.0,hard,0,0.9333333333333333
876,cross,5,30,30,A_real,0.0,easy,8,0.8333333333333334
877,cross,5,30,30,A_real,0.0,neutral,4,0.9
878,cross,5,30,30,A_real,0.0,hard,7,0.7333333333333333
879,cross,5,30,30,A_real,0.0,easy,5,0.8333333333333334
880,cross,5,100,100,A_real,0.0,easy,2,0.9
881,cross,5,100,100,A_real,0.0,neutral,2,0.84
882,cross,5,100,100,A_real,0.0,hard,4,0.89
883,cross,5,100,100,A_real,0.0,easy,5,0.91
884,cross,5,100,100,A_real,0.0,neutral,9,0.89
885,cross,5,100,100,A_real,0.0,hard,0,0.83
886,cross,5,100,100,A_real,0.0,easy,10,0.91
887,cross,5,100,100,A_real,0.0,neutral,8,0.84
888,cross,5,100,100,A_real,0.0,hard,3,0.82
889,cross,5,100,100,A_real,0.0,easy,6,0.92
890,cross,5,100,100,A_real,0.0,neutral,9,0.9
891,cross,5,100,100,A_real,0.0,hard,0,0.92
892,cross,5,100,100,A_real,0.0,easy,2,0.93
893,cross,5,100,100,A_real,0.0,neutral,7,0.77
894,cross,5,100,100,A_real,0.0,hard,0,0.88
895,cross,5,100,100,A_real,0.0,easy,5,0.89
896,cross,5,100,100,A_real,0.0,neutral,2,0.89
897,cross,5,100,100,A_real,0.0,hard,9,0.85
898,cross,5,100,100,A_real,0.0,easy,1,0.9
899,cross,5,100,100,A_real,0.0,neutral,3,0.84
